province;red;green;blue;
6715;6;123;185;
6716;48;126;58;
6717;90;129;186;
6718;132;132;59;
6719;174;135;187;
6720;6;138;60;
6721;48;141;188;
6722;90;144;61;
6723;132;147;189;
6724;174;150;62;
6725;6;153;190;
6726;48;156;63;
6727;90;159;191;
6728;132;162;64;
6729;174;165;192;
6730;6;168;65;
6731;48;171;193;
6732;90;174;66;
6733;132;177;194;
6734;174;180;67;
6735;6;183;195;
6736;48;186;68;
6737;90;189;196;
6738;132;192;69;
6739;174;195;197;
6740;6;198;70;
6741;48;201;198;
6742;90;204;71;
6743;132;207;199;
6744;174;210;72;
6745;6;0;200;
6746;48;3;73;
6747;90;6;201;
6748;132;9;74;
6749;174;12;202;
6750;6;15;75;
6751;48;18;203;
6752;90;21;76;
6753;132;24;204;
6754;174;27;77;
6755;6;30;205;
6756;48;33;78;
6757;90;36;206;
6758;132;39;79;
6759;174;42;207;
6760;6;45;80;
6761;48;48;208;
6762;90;51;81;
6763;132;54;209;
6764;174;57;82;
6765;6;60;210;
6766;48;63;83;
6767;90;66;211;
6768;132;69;84;
6769;174;72;212;
6770;6;75;85;
6771;48;78;213;
6772;90;81;86;
6773;132;84;214;
6774;174;87;87;
6775;6;90;215;
6776;48;93;88;
6777;90;96;216;
6778;132;99;89;
6779;174;102;217;
6780;6;105;90;
6781;48;108;218;
6782;90;111;91;
6783;132;114;219;
6784;174;117;92;
6785;6;120;220;
6786;48;123;93;
6787;90;126;221;
6788;132;129;94;
6789;174;132;222;
6790;6;135;95;
6791;48;138;223;
6792;90;141;96;
6793;132;144;224;
6794;174;147;97;
6795;6;150;225;
6796;48;153;98;
6797;90;156;226;
6798;132;159;99;
6799;174;162;227;
6800;6;165;0;
6801;48;168;128;
6802;90;171;1;
6803;132;174;129;
6804;174;177;2;
6805;6;180;130;
6806;48;183;3;
6807;90;186;131;
6808;132;189;4;
6809;174;192;132;
6810;6;195;5;
6811;48;198;133;
6812;90;201;6;
6813;132;204;134;
6814;174;207;7;
6815;6;210;135;
6816;48;0;8;
6817;90;3;136;
6818;132;6;9;
6819;174;9;137;
6820;6;12;10;
6821;48;15;138;
6822;90;18;11;
6823;132;21;139;
6824;174;24;12;
6825;6;27;140;
6826;48;30;13;
6827;90;33;141;
6828;132;36;14;
6829;174;39;142;
6830;6;42;15;
6831;48;45;143;
6832;90;48;16;
6833;132;51;144;
6834;174;54;17;
6835;6;57;145;
6836;48;60;18;
6837;90;63;146;
6838;132;66;19;
6839;174;69;147;
6840;6;72;20;
6841;48;75;148;
6842;90;78;21;
6843;132;81;149;
6844;174;84;22;
6845;6;87;150;
6846;48;90;23;
6847;90;93;151;
6848;132;96;24;
6849;174;99;152;
6850;6;102;25;
6851;48;105;153;
6852;90;108;26;
6853;132;111;154;
6854;174;114;27;
6855;6;117;155;
6856;48;120;28;
6857;90;123;156;
6858;132;126;29;
6859;174;129;157;
6860;6;132;30;
6861;48;135;158;
6862;90;138;31;
6863;132;141;159;
6864;174;144;32;
6865;6;147;160;
6866;48;150;33;
6867;90;153;161;
6868;132;156;34;
6869;174;159;162;
6870;6;162;35;
6871;48;165;163;
6872;90;168;36;
6873;132;171;164;
6874;174;174;37;
6875;6;177;165;
6876;48;180;38;
6877;90;183;166;
6878;132;186;39;
6879;174;189;167;
6880;6;192;40;
6881;48;195;168;
6882;90;198;41;
6883;132;201;169;
6884;174;204;42;
6885;6;207;170;
6886;48;210;43;
6887;90;0;171;
6888;132;3;44;
6889;174;6;172;
6890;6;9;45;
6891;48;12;173;
6892;90;15;46;
6893;132;18;174;
6894;174;21;47;
6895;6;24;175;
6896;48;27;48;
6897;90;30;176;
6898;132;33;49;
6899;174;36;177;
6900;6;39;50;
6901;48;42;178;
6902;90;45;51;
6903;132;48;179;
6904;174;51;52;
6905;6;54;180;
6906;48;57;53;
6907;90;60;181;
6908;132;63;54;
6909;174;66;182;
6910;6;69;55;
6911;48;72;183;
6912;90;75;56;
6913;132;78;184;
6914;174;81;57;
6915;6;84;185;
6916;48;87;58;
6917;90;90;186;
6918;132;93;59;
6919;174;96;187;
6920;6;99;60;
6921;48;102;188;
6922;90;105;61;
6923;132;108;189;
6924;174;111;62;
6925;6;114;190;
6926;48;117;63;
6927;90;120;191;
6928;132;123;64;
6929;174;126;192;
6930;6;129;65;
6931;48;132;193;
6932;90;135;66;
6933;132;138;194;
6934;174;141;67;
6935;6;144;195;
6936;48;147;68;
6937;90;150;196;
6938;132;153;69;
6939;174;156;197;
6940;6;159;70;
6941;48;162;198;
6942;90;165;71;
6943;132;168;199;
6944;174;171;72;
6945;6;174;200;
6946;48;177;73;
6947;90;180;201;
6948;132;183;74;
6949;174;186;202;
6950;6;189;75;
6951;48;192;203;
6952;90;195;76;
6953;132;198;204;
6954;174;201;77;
6955;6;204;205;
6956;48;207;78;
6957;90;210;206;
6958;132;0;79;
6959;174;3;207;
6960;6;6;80;
6961;48;9;208;
6962;90;12;81;
6963;132;15;209;
6964;174;18;82;
6965;6;21;210;
6966;48;24;83;
6967;90;27;211;
6968;132;30;84;
6969;174;33;212;
6970;6;36;85;
6971;48;39;213;
6972;90;42;86;
6973;132;45;214;
6974;174;48;87;
6975;6;51;215;
6976;48;54;88;
6977;90;57;216;
6978;132;60;89;
6979;174;63;217;
6980;6;66;90;
6981;48;69;218;
6982;90;72;91;
6983;132;75;219;
6984;174;78;92;
6985;6;81;220;
6986;48;84;93;
6987;90;87;221;
6988;132;90;94;
6989;174;93;222;
6990;6;96;95;
6991;48;99;223;
6992;90;102;96;
6993;132;105;224;
6994;174;108;97;
6995;6;111;225;
6996;48;114;98;
6997;90;117;226;
6998;132;120;99;
6999;174;123;227;
7000;7;126;0;
7001;49;129;128;
7002;91;132;1;
7003;133;135;129;
7004;175;138;2;
7005;7;141;130;
7006;49;144;3;
7007;91;147;131;
7008;133;150;4;
7009;175;153;132;
7010;7;156;5;
7011;49;159;133;
7012;91;162;6;
7013;133;165;134;
7014;175;168;7;
7015;7;171;135;
7016;49;174;8;
7017;91;177;136;
7018;133;180;9;
7019;175;183;137;
7020;7;186;10;
7021;49;189;138;
7022;91;192;11;
7023;133;195;139;
7024;175;198;12;
7025;7;201;140;
7026;49;204;13;
7027;91;207;141;
7028;133;210;14;
7029;175;0;142;
7030;7;3;15;
7031;49;6;143;
7032;91;9;16;
7033;133;12;144;
7034;175;15;17;
7035;7;18;145;
7036;49;21;18;
7037;91;24;146;
7038;133;27;19;
7039;175;30;147;
7040;7;33;20;
7041;49;36;148;
7042;91;39;21;
7043;133;42;149;
7044;175;45;22;
7045;7;48;150;
7046;49;51;23;
7047;91;54;151;
7048;133;57;24;
7049;175;60;152;
7050;7;63;25;
7051;49;66;153;
7052;91;69;26;
7053;133;72;154;
7054;175;75;27;
7055;7;78;155;
7056;49;81;28;
7057;91;84;156;
7058;133;87;29;
7059;175;90;157;
7060;7;93;30;
7061;49;96;158;
7062;91;99;31;
7063;133;102;159;
7064;175;105;32;
7065;7;108;160;
7066;49;111;33;
7067;91;114;161;
7068;133;117;34;
7069;175;120;162;
7070;7;123;35;
7071;49;126;163;
7072;91;129;36;
7073;133;132;164;
7074;175;135;37;
7075;7;138;165;
7076;49;141;38;
7077;91;144;166;
7078;133;147;39;
7079;175;150;167;
7080;7;153;40;
7081;49;156;168;
7082;91;159;41;
7083;133;162;169;
7084;175;165;42;
7085;7;168;170;
7086;49;171;43;
7087;91;174;171;
7088;133;177;44;
7089;175;180;172;
7090;7;183;45;
7091;49;186;173;
7092;91;189;46;
7093;133;192;174;
7094;175;195;47;
7095;7;198;175;
7096;49;201;48;
7097;91;204;176;
7098;133;207;49;
7099;175;210;177;
7100;7;0;50;
7101;49;3;178;
7102;91;6;51;
7103;133;9;179;
7104;175;12;52;
7105;7;15;180;
7106;49;18;53;
7107;91;21;181;
7108;133;24;54;
7109;175;27;182;
7110;7;30;55;
7111;49;33;183;
7112;91;36;56;
7113;133;39;184;
7114;175;42;57;
7115;7;45;185;
7116;49;48;58;
7117;91;51;186;
7118;133;54;59;
7119;175;57;187;
7120;7;60;60;
7121;49;63;188;
7122;91;66;61;
7123;133;69;189;
7124;175;72;62;
7125;7;75;190;
7126;49;78;63;
7127;91;81;191;
7128;133;84;64;
7129;175;87;192;
7130;7;90;65;
7131;49;93;193;
7132;91;96;66;
7133;133;99;194;
7134;175;102;67;
7135;7;105;195;
7136;49;108;68;
7137;91;111;196;
7138;133;114;69;
7139;175;117;197;
7140;7;120;70;
7141;49;123;198;
7142;91;126;71;
7143;133;129;199;
7144;175;132;72;
7145;7;135;200;
7146;49;138;73;
7147;91;141;201;
7148;133;144;74;
7149;175;147;202;
7150;7;150;75;
7151;49;153;203;
7152;91;156;76;
7153;133;159;204;
7154;175;162;77;
7155;7;165;205;
7156;49;168;78;
7157;91;171;206;
7158;133;174;79;
7159;175;177;207;
7160;7;180;80;
7161;49;183;208;
7162;91;186;81;
7163;133;189;209;
7164;175;192;82;
7165;7;195;210;
7166;49;198;83;
7167;91;201;211;
7168;133;204;84;
7169;175;207;212;
7170;7;210;85;
7171;49;0;213;
7172;91;3;86;
7173;133;6;214;
7174;175;9;87;
7175;7;12;215;
7176;49;15;88;
7177;91;18;216;
7178;133;21;89;
7179;175;24;217;
7180;7;27;90;
7181;49;30;218;
7182;91;33;91;
7183;133;36;219;
7184;175;39;92;
7185;7;42;220;
7186;49;45;93;
7187;91;48;221;
7188;133;51;94;
7189;175;54;222;
7190;7;57;95;
7191;49;60;223;
7192;91;63;96;
7193;133;66;224;
7194;175;69;97;
7195;7;72;225;
7196;49;75;98;
7197;91;78;226;
7198;133;81;99;
7199;175;84;227;
7200;7;87;0;
7201;49;90;128;
7202;91;93;1;
7203;133;96;129;
7204;175;99;2;
7205;7;102;130;
7206;49;105;3;
7207;91;108;131;
7208;133;111;4;
7209;175;114;132;
7210;7;117;5;
7211;49;120;133;
7212;91;123;6;
7213;133;126;134;
7214;175;129;7;
7215;7;132;135;
7216;49;135;8;
7217;91;138;136;
7218;133;141;9;
7219;175;144;137;
7220;7;147;10;
7221;49;150;138;
7222;91;153;11;
7223;133;156;139;
7224;175;159;12;
7225;7;162;140;
7226;49;165;13;
7227;91;168;141;
7228;133;171;14;
7229;175;174;142;
7230;7;177;15;
7231;49;180;143;
7232;91;183;16;
7233;133;186;144;
7234;175;189;17;
7235;7;192;145;
7236;49;195;18;
7237;91;198;146;
7238;133;201;19;
7239;175;204;147;
7240;7;207;20;
7241;49;210;148;
7242;91;0;21;
7243;133;3;149;
7244;175;6;22;
7245;7;9;150;
7246;49;12;23;
7247;91;15;151;
7248;133;18;24;
7249;175;21;152;
7250;7;24;25;
7251;49;27;153;
7252;91;30;26;
7253;133;33;154;
7254;175;36;27;
7255;7;39;155;
7256;49;42;28;
7257;91;45;156;
7258;133;48;29;
7259;175;51;157;
7260;7;54;30;
7261;49;57;158;
7262;91;60;31;
7263;133;63;159;
7264;175;66;32;
7265;7;69;160;
7266;49;72;33;
7267;91;75;161;
7268;133;78;34;
7269;175;81;162;
7270;7;84;35;
7271;49;87;163;
7272;91;90;36;
7273;133;93;164;
7274;175;96;37;
7275;7;99;165;
7276;49;102;38;
7277;91;105;166;
7278;133;108;39;
7279;175;111;167;
7280;7;114;40;
7281;49;117;168;
7282;91;120;41;
7283;133;123;169;
7284;175;126;42;
7285;7;129;170;
7286;49;132;43;
7287;91;135;171;
7288;133;138;44;
7289;175;141;172;
7290;7;144;45;
7291;49;147;173;
7292;91;150;46;
7293;133;153;174;
7294;175;156;47;
7295;7;159;175;
7296;49;162;48;
7297;91;165;176;
7298;133;168;49;
7299;175;171;177;
7300;7;174;50;
7301;49;177;178;
7302;91;180;51;
7303;133;183;179;
7304;175;186;52;
7305;7;189;180;
7306;49;192;53;
7307;91;195;181;
7308;133;198;54;
7309;175;201;182;
7310;7;204;55;
7311;49;207;183;
7312;91;210;56;
7313;133;0;184;
7314;175;3;57;
7315;7;6;185;
7316;49;9;58;
7317;91;12;186;
7318;133;15;59;
7319;175;18;187;
7320;7;21;60;
7321;49;24;188;
7322;91;27;61;
7323;133;30;189;
7324;175;33;62;
7325;7;36;190;
7326;49;39;63;
7327;91;42;191;
7328;133;45;64;
7329;175;48;192;
7330;7;51;65;
7331;49;54;193;
7332;91;57;66;
7333;133;60;194;
7334;175;63;67;
7335;7;66;195;
7336;49;69;68;
7337;91;72;196;
7338;133;75;69;
7339;175;78;197;
7340;7;81;70;
7341;49;84;198;
7342;91;87;71;
7343;133;90;199;
7344;175;93;72;
7345;7;96;200;
7346;49;99;73;
7347;91;102;201;
7348;133;105;74;
7349;175;108;202;
7350;7;111;75;
7351;49;114;203;
7352;91;117;76;
7353;133;120;204;
7354;175;123;77;
7355;7;126;205;
7356;49;129;78;
7357;91;132;206;
7358;133;135;79;
7359;175;138;207;
7360;7;141;80;
7361;49;144;208;
7362;91;147;81;
7363;133;150;209;
7364;175;153;82;
7365;7;156;210;
7366;49;159;83;
7367;91;162;211;
7368;133;165;84;
7369;175;168;212;
7370;7;171;85;
7371;49;174;213;
7372;91;177;86;
7373;133;180;214;
7374;175;183;87;
7375;7;186;215;
7376;49;189;88;
7377;91;192;216;
7378;133;195;89;
7379;175;198;217;
7380;7;201;90;
7381;49;204;218;
7382;91;207;91;
7383;133;210;219;
7384;175;0;92;
7385;7;3;220;
7386;49;6;93;
7387;91;9;221;
7388;133;12;94;
7389;175;15;222;
7390;7;18;95;
7391;49;21;223;
7392;91;24;96;
7393;133;27;224;
7394;175;30;97;
7395;7;33;225;
7396;49;36;98;
7397;91;39;226;
7398;133;42;99;
7399;175;45;227;
7400;7;48;0;
7401;49;51;128;
7402;91;54;1;
7403;133;57;129;
7404;175;60;2;
7405;7;63;130;
7406;49;66;3;
7407;91;69;131;
7408;133;72;4;
7409;175;75;132;
7410;7;78;5;
7411;49;81;133;
7412;91;84;6;
7413;133;87;134;
7414;175;90;7;
7415;7;93;135;
7416;49;96;8;
7417;91;99;136;
7418;133;102;9;
7419;175;105;137;
7420;7;108;10;
7421;49;111;138;
7422;91;114;11;
7423;133;117;139;
7424;175;120;12;
7425;7;123;140;
7426;49;126;13;
7427;91;129;141;
7428;133;132;14;
7429;175;135;142;
7430;7;138;15;
7431;49;141;143;
7432;91;144;16;
7433;133;147;144;
7434;175;150;17;
7435;7;153;145;
7436;49;156;18;
7437;91;159;146;
7438;133;162;19;
7439;175;165;147;
7440;7;168;20;
7441;49;171;148;
7442;91;174;21;
7443;133;177;149;
7444;175;180;22;
7445;7;183;150;
7446;49;186;23;
7447;91;189;151;
7448;133;192;24;
7449;175;195;152;
7450;7;198;25;
7451;49;201;153;
7452;91;204;26;
7453;133;207;154;
7454;175;210;27;
7455;7;0;155;
7456;49;3;28;
7457;91;6;156;
7458;133;9;29;
7459;175;12;157;
7460;7;15;30;
7461;49;18;158;
7462;91;21;31;
7463;133;24;159;
7464;175;27;32;
7465;7;30;160;
7466;49;33;33;
7467;91;36;161;
7468;133;39;34;
7469;175;42;162;
7470;7;45;35;
7471;49;48;163;
7472;91;51;36;
7473;133;54;164;
7474;175;57;37;
7475;7;60;165;
7476;49;63;38;
7477;91;66;166;
7478;133;69;39;
7479;175;72;167;
7480;7;75;40;
7481;49;78;168;
7482;91;81;41;
7483;133;84;169;
7484;175;87;42;
7485;7;90;170;
7486;49;93;43;
7487;91;96;171;
7488;133;99;44;
7489;175;102;172;
7490;7;105;45;
7491;49;108;173;
7492;91;111;46;
7493;133;114;174;
7494;175;117;47;
7495;7;120;175;
7496;49;123;48;
7497;91;126;176;
7498;133;129;49;
7499;175;132;177;
7500;7;135;50;
7501;49;138;178;
7502;91;141;51;
7503;133;144;179;
7504;175;147;52;
7505;7;150;180;
7506;49;153;53;
7507;91;156;181;
7508;133;159;54;
7509;175;162;182;
7510;7;165;55;
7511;49;168;183;
7512;91;171;56;
7513;133;174;184;
7514;175;177;57;
7515;7;180;185;
7516;49;183;58;
7517;91;186;186;
7518;133;189;59;
7519;175;192;187;
7520;7;195;60;
7521;49;198;188;
7522;91;201;61;
7523;133;204;189;
7524;175;207;62;
7525;7;210;190;
7526;49;0;63;
7527;91;3;191;
7528;133;6;64;
7529;175;9;192;
7530;7;12;65;
7531;49;15;193;
7532;91;18;66;
7533;133;21;194;
7534;175;24;67;
7535;7;27;195;
7536;49;30;68;
7537;91;33;196;
7538;133;36;69;
7539;175;39;197;
7540;7;42;70;
7541;49;45;198;
7542;91;48;71;
7543;133;51;199;
7544;175;54;72;
7545;7;57;200;
7546;49;60;73;
7547;91;63;201;
7548;133;66;74;
7549;175;69;202;
7550;7;72;75;
7551;49;75;203;
7552;91;78;76;
7553;133;81;204;
7554;175;84;77;
7555;7;87;205;
7556;49;90;78;
7557;91;93;206;
7558;133;96;79;
7559;175;99;207;
7560;7;102;80;
7561;49;105;208;
7562;91;108;81;
7563;133;111;209;
7564;175;114;82;
7565;7;117;210;
7566;49;120;83;
7567;91;123;211;
7568;133;126;84;
7569;175;129;212;
7570;7;132;85;
7571;49;135;213;
7572;91;138;86;
7573;133;141;214;
7574;175;144;87;
7575;7;147;215;
7576;49;150;88;
7577;91;153;216;
7578;133;156;89;
7579;175;159;217;
7580;7;162;90;
7581;49;165;218;
7582;91;168;91;
7583;133;171;219;
7584;175;174;92;
7585;7;177;220;
7586;49;180;93;
7587;91;183;221;
7588;133;186;94;
7589;175;189;222;
7590;7;192;95;
7591;49;195;223;
7592;91;198;96;
7593;133;201;224;
7594;175;204;97;
7595;7;207;225;
7596;49;210;98;
7597;91;0;226;
7598;133;3;99;
7599;175;6;227;
7600;7;9;0;
7601;49;12;128;
7602;91;15;1;
7603;133;18;129;
7604;175;21;2;
7605;7;24;130;
7606;49;27;3;
7607;91;30;131;
7608;133;33;4;
7609;175;36;132;
7610;7;39;5;
7611;49;42;133;
7612;91;45;6;
7613;133;48;134;
7614;175;51;7;
7615;7;54;135;
7616;49;57;8;
7617;91;60;136;
7618;133;63;9;
7619;175;66;137;
7620;7;69;10;
7621;49;72;138;
7622;91;75;11;
7623;133;78;139;
7624;175;81;12;
7625;7;84;140;
7626;49;87;13;
7627;91;90;141;
7628;133;93;14;
7629;175;96;142;
7630;7;99;15;
7631;49;102;143;
7632;91;105;16;
7633;133;108;144;
7634;175;111;17;
7635;7;114;145;
7636;49;117;18;
7637;91;120;146;
7638;133;123;19;
7639;175;126;147;
7640;7;129;20;
7641;49;132;148;
7642;91;135;21;
7643;133;138;149;
7644;175;141;22;
7645;7;144;150;
7646;49;147;23;
7647;91;150;151;
7648;133;153;24;
7649;175;156;152;
7650;7;159;25;
7651;49;162;153;
7652;91;165;26;
7653;133;168;154;
7654;175;171;27;
7655;7;174;155;
7656;49;177;28;
7657;91;180;156;
7658;133;183;29;
7659;175;186;157;
7660;7;189;30;
7661;49;192;158;
7662;91;195;31;
7663;133;198;159;
7664;175;201;32;
7665;7;204;160;
7666;49;207;33;
7667;91;210;161;
7668;133;0;34;
7669;175;3;162;
7670;7;6;35;
7671;49;9;163;
7672;91;12;36;
7673;133;15;164;
7674;175;18;37;
7675;7;21;165;
7676;49;24;38;
7677;91;27;166;
7678;133;30;39;
7679;175;33;167;
7680;7;36;40;
7681;49;39;168;
7682;91;42;41;
7683;133;45;169;
7684;175;48;42;
7685;7;51;170;
7686;49;54;43;
7687;91;57;171;
7688;133;60;44;
7689;175;63;172;
7690;7;66;45;
7691;49;69;173;
7692;91;72;46;
7693;133;75;174;
7694;175;78;47;
7695;7;81;175;
7696;49;84;48;
7697;91;87;176;
7698;133;90;49;
7699;175;93;177;
7700;7;96;50;
7701;49;99;178;
7702;91;102;51;
7703;133;105;179;
7704;175;108;52;
7705;7;111;180;
7706;49;114;53;
7707;91;117;181;
7708;133;120;54;
7709;175;123;182;
7710;7;126;55;
7711;49;129;183;
7712;91;132;56;
7713;133;135;184;
7714;175;138;57;
7715;7;141;185;
7716;49;144;58;
7717;91;147;186;
7718;133;150;59;
7719;175;153;187;
7720;7;156;60;
7721;49;159;188;
7722;91;162;61;
7723;133;165;189;
7724;175;168;62;
7725;7;171;190;
7726;49;174;63;
7727;91;177;191;
7728;133;180;64;
7729;175;183;192;
7730;7;186;65;
7731;49;189;193;
7732;91;192;66;
7733;133;195;194;
7734;175;198;67;
7735;7;201;195;
7736;49;204;68;
7737;91;207;196;
7738;133;210;69;
7739;175;0;197;
7740;7;3;70;
7741;49;6;198;
7742;91;9;71;
7743;133;12;199;
7744;175;15;72;
7745;7;18;200;
7746;49;21;73;
7747;91;24;201;
7748;133;27;74;
7749;175;30;202;
7750;7;33;75;
7751;49;36;203;
7752;91;39;76;
7753;133;42;204;
7754;175;45;77;
7755;7;48;205;
7756;49;51;78;
7757;91;54;206;
7758;133;57;79;
7759;175;60;207;
7760;7;63;80;
7761;49;66;208;
7762;91;69;81;
7763;133;72;209;
7764;175;75;82;
7765;7;78;210;
7766;49;81;83;
7767;91;84;211;
7768;133;87;84;
7769;175;90;212;
7770;7;93;85;
7771;49;96;213;
7772;91;99;86;
7773;133;102;214;
7774;175;105;87;
7775;7;108;215;
7776;49;111;88;
7777;91;114;216;
7778;133;117;89;
7779;175;120;217;
7780;7;123;90;
7781;49;126;218;
7782;91;129;91;
7783;133;132;219;
7784;175;135;92;
7785;7;138;220;
7786;49;141;93;
7787;91;144;221;
7788;133;147;94;
7789;175;150;222;
7790;7;153;95;
7791;49;156;223;
7792;91;159;96;
7793;133;162;224;
7794;175;165;97;
7795;7;168;225;
7796;49;171;98;
7797;91;174;226;
7798;133;177;99;
7799;175;180;227;
7800;7;183;0;
7801;49;186;128;
7802;91;189;1;
7803;133;192;129;
7804;175;195;2;
7805;7;198;130;
7806;49;201;3;
7807;91;204;131;
7808;133;207;4;
7809;175;210;132;
7810;7;0;5;
7811;49;3;133;
7812;91;6;6;
7813;133;9;134;
7814;175;12;7;
7815;7;15;135;
7816;49;18;8;
7817;91;21;136;
7818;133;24;9;
7819;175;27;137;
7820;7;30;10;
7821;49;33;138;
7822;91;36;11;
7823;133;39;139;
7824;175;42;12;
7825;7;45;140;
7826;49;48;13;
7827;91;51;141;
7828;133;54;14;
7829;175;57;142;
7830;7;60;15;
7831;49;63;143;
7832;91;66;16;
7833;133;69;144;
7834;175;72;17;
7835;7;75;145;
7836;49;78;18;
7837;91;81;146;
7838;133;84;19;
7839;175;87;147;
7840;7;90;20;
7841;49;93;148;
7842;91;96;21;
7843;133;99;149;
7844;175;102;22;
7845;7;105;150;
7846;49;108;23;
7847;91;111;151;
7848;133;114;24;
7849;175;117;152;
7850;7;120;25;
7851;49;123;153;
7852;91;126;26;
7853;133;129;154;
7854;175;132;27;
7855;7;135;155;
7856;49;138;28;
7857;91;141;156;
7858;133;144;29;
7859;175;147;157;
7860;7;150;30;
7861;49;153;158;
7862;91;156;31;
7863;133;159;159;
7864;175;162;32;
7865;7;165;160;
7866;49;168;33;
7867;91;171;161;
7868;133;174;34;
7869;175;177;162;
7870;7;180;35;
7871;49;183;163;
7872;91;186;36;
7873;133;189;164;
7874;175;192;37;
7875;7;195;165;
7876;49;198;38;
7877;91;201;166;
7878;133;204;39;
7879;175;207;167;
7880;7;210;40;
7881;49;0;168;
7882;91;3;41;
7883;133;6;169;
7884;175;9;42;
7885;7;12;170;
7886;49;15;43;
7887;91;18;171;
7888;133;21;44;
7889;175;24;172;
7890;7;27;45;
7891;49;30;173;
7892;91;33;46;
7893;133;36;174;
7894;175;39;47;
7895;7;42;175;
7896;49;45;48;
7897;91;48;176;
7898;133;51;49;
7899;175;54;177;
7900;7;57;50;
7901;49;60;178;
7902;91;63;51;
7903;133;66;179;
7904;175;69;52;
7905;7;72;180;
7906;49;75;53;
7907;91;78;181;
7908;133;81;54;
7909;175;84;182;
7910;7;87;55;
7911;49;90;183;
7912;91;93;56;
7913;133;96;184;
7914;175;99;57;
7915;7;102;185;
7916;49;105;58;
7917;91;108;186;
7918;133;111;59;
7919;175;114;187;
7920;7;117;60;
7921;49;120;188;
7922;91;123;61;
7923;133;126;189;
7924;175;129;62;
7925;7;132;190;
7926;49;135;63;
7927;91;138;191;
7928;133;141;64;
7929;175;144;192;
7930;7;147;65;
7931;49;150;193;
7932;91;153;66;
7933;133;156;194;
7934;175;159;67;
7935;7;162;195;
7936;49;165;68;
7937;91;168;196;
7938;133;171;69;
7939;175;174;197;
7940;7;177;70;
7941;49;180;198;
7942;91;183;71;
7943;133;186;199;
7944;175;189;72;
7945;7;192;200;
7946;49;195;73;
7947;91;198;201;
7948;133;201;74;
7949;175;204;202;
7950;7;207;75;
7951;49;210;203;
7952;91;0;76;
7953;133;3;204;
7954;175;6;77;
7955;7;9;205;
7956;49;12;78;
7957;91;15;206;
7958;133;18;79;
7959;175;21;207;
7960;7;24;80;
7961;49;27;208;
7962;91;30;81;
7963;133;33;209;
7964;175;36;82;
7965;7;39;210;
7966;49;42;83;
7967;91;45;211;
7968;133;48;84;
7969;175;51;212;
7970;7;54;85;
7971;49;57;213;
7972;91;60;86;
7973;133;63;214;
7974;175;66;87;
7975;7;69;215;
7976;49;72;88;
7977;91;75;216;
7978;133;78;89;
7979;175;81;217;
7980;7;84;90;
7981;49;87;218;
7982;91;90;91;
7983;133;93;219;
7984;175;96;92;
7985;7;99;220;
7986;49;102;93;
7987;91;105;221;
7988;133;108;94;
7989;175;111;222;
7990;7;114;95;
7991;49;117;223;
7992;91;120;96;
7993;133;123;224;
7994;175;126;97;
7995;7;129;225;
7996;49;132;98;
7997;91;135;226;
7998;133;138;99;
7999;175;141;227;
8000;8;144;0;
8001;50;147;128;
8002;92;150;1;
8003;134;153;129;
8004;176;156;2;
8005;8;159;130;
8006;50;162;3;
8007;92;165;131;
8008;134;168;4;
8009;176;171;132;
8010;8;174;5;
8011;50;177;133;
8012;92;180;6;
8013;134;183;134;
8014;176;186;7;
8015;8;189;135;
8016;50;192;8;
8017;92;195;136;
8018;134;198;9;
8019;176;201;137;
8020;8;204;10;
8021;50;207;138;
8022;92;210;11;
8023;134;0;139;
8024;176;3;12;
8025;8;6;140;
8026;50;9;13;
8027;92;12;141;
8028;134;15;14;
8029;176;18;142;
8030;8;21;15;
8031;50;24;143;
8032;92;27;16;
8033;134;30;144;
8034;176;33;17;
8035;8;36;145;
8036;50;39;18;
8037;92;42;146;
8038;134;45;19;
8039;176;48;147;
8040;8;51;20;
8041;50;54;148;
8042;92;57;21;
8043;134;60;149;
8044;176;63;22;
8045;8;66;150;
8046;50;69;23;
8047;92;72;151;
8048;134;75;24;
8049;176;78;152;
8050;8;81;25;
8051;50;84;153;
8052;92;87;26;
8053;134;90;154;
8054;176;93;27;
8055;8;96;155;
8056;50;99;28;
8057;92;102;156;
8058;134;105;29;
8059;176;108;157;
8060;8;111;30;
8061;50;114;158;
8062;92;117;31;
8063;134;120;159;
8064;176;123;32;
8065;8;126;160;
8066;50;129;33;
8067;92;132;161;
8068;134;135;34;
8069;176;138;162;
8070;8;141;35;
8071;50;144;163;
8072;92;147;36;
8073;134;150;164;
8074;176;153;37;
8075;8;156;165;
8076;50;159;38;
8077;92;162;166;
8078;134;165;39;
8079;176;168;167;
8080;8;171;40;
8081;50;174;168;
8082;92;177;41;
8083;134;180;169;
8084;176;183;42;
8085;8;186;170;
8086;50;189;43;
8087;92;192;171;
8088;134;195;44;
8089;176;198;172;
8090;8;201;45;
8091;50;204;173;
8092;92;207;46;
8093;134;210;174;
8094;176;0;47;
8095;8;3;175;
8096;50;6;48;
8097;92;9;176;
8098;134;12;49;
8099;176;15;177;
8100;8;18;50;
8101;50;21;178;
8102;92;24;51;
8103;134;27;179;
8104;176;30;52;
8105;8;33;180;
8106;50;36;53;
8107;92;39;181;
8108;134;42;54;
8109;176;45;182;
8110;8;48;55;
8111;50;51;183;
8112;92;54;56;
8113;134;57;184;
